Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
ngoạn_mục,4,2,8,10,0
nhà_đất,4,2,6,9,0
giấy_báo,4,2,7,10,0
chủ_quan,4,2,7,8,0
dẫn_chứng,4,2,8,12,0
nghĩa_trang,4,2,10,11,0
thực_hành,4,2,8,11,0
thảm_kịch,4,2,8,10,0
vùng_trời,4,2,8,11,0
cử_hành,4,2,6,9,0
bình_yên,4,2,7,9,0
doanh_trại,4,2,9,10,0
mạnh_khoẻ,4,2,8,10,0
đ,4,1,1,1,0
cầu_môn,4,2,6,9,0
cầm_chân,4,2,7,10,0
đồn_trú,4,2,6,9,0
chay,4,1,4,4,0
bà_hoả,4,2,5,7,0
tổng_quan,4,2,8,10,0
đăng_cai,4,2,7,8,0
bế_mạc,4,2,5,8,0
rực,4,1,3,5,0
đón_tiếp,4,2,7,10,0
đồng_cỏ,4,2,6,9,0
tiếp_sức,4,2,7,11,0
lan_toả,4,2,6,7,0
kiếp,4,1,4,6,0
trả_giá,4,2,6,8,0
hiện_đại_hoá,4,3,10,14,0
bịt,4,1,3,4,0
chót,4,1,4,5,0
chỉnh_trang,4,2,10,11,0
phân_bổ,4,2,6,9,0
nghiêm_ngặt,4,2,10,13,0
thư_điện_tử,4,3,9,14,0
rộng_mở,4,2,6,10,0
qua_mặt,4,2,6,8,0
thế_lực,4,2,6,10,0
khúm_núm,4,2,7,9,0
bế_tắc,4,2,5,9,0
hot,4,1,3,3,0
yếu_kém,4,2,6,9,0
sườn,4,1,4,7,0
viet,4,1,4,4,0
truyền_miệng,4,2,11,15,0
bí_quyết,4,2,7,10,0
hải_đăng,4,2,7,9,0
khiêng,4,1,6,7,0
ăn_ý,4,2,3,5,0
bổng,4,1,4,6,0
bản_lĩnh,4,2,7,9,0
còi,4,1,3,4,0
then_chốt,4,2,8,10,0
oà,4,1,2,3,0
cấm_địa,4,2,6,9,0
phở,4,1,3,5,0
dưa_chuột,4,2,8,11,0
rau_thơm,4,2,7,8,0
thuong,4,1,6,6,0
trận,4,1,5,6,0
nhận_lời,4,2,7,11,0
chiếc,4,1,6,7,0
thực,4,1,5,6,0
ý,4,1,2,2,0
khống,4,1,6,7,0
nhà_xưởng,4,2,8,12,0
ẵm,4,1,2,4,0
adele,4,1,5,5,0
ft,4,1,2,2,0
hội_chứng,4,2,8,12,0
bồn_tắm,4,2,6,10,0
vội_vã,4,2,5,8,0
lén,4,1,3,4,0
lấn_sân,4,2,6,9,0
kỹ_năng,4,2,6,8,0
mới_lạ,4,2,5,8,0
nhầm_lẫn,4,2,7,11,0
đội,4,1,4,5,0
cậu,4,1,4,5,0
ấy,4,1,3,4,0
những,4,1,6,7,0
kẻ_gian,4,2,6,7,0
viếng,4,1,5,7,0
nhào,4,1,4,5,0
truy_đuổi,4,2,8,10,0
cha_anh,4,2,6,6,0
cha_đẻ,4,2,5,6,0
cất_giữ,4,2,6,10,0
xe_du_lịch,4,3,8,9,0
airlines,4,1,8,8,0
quyết_sách,4,2,9,12,0
nhảm,4,1,4,5,0
chủ,4,1,4,4,0
vừa,4,1,4,5,0
giải_tán,4,2,7,9,0
cao_quý,4,2,6,7,0
đấu_trí,4,2,6,9,0
chiến_sỹ,4,2,7,10,0
nàng_thơ,4,2,7,9,0
danh_ca,4,2,6,6,0
nện,4,1,3,5,0
roland,4,1,6,6,0
garros,4,1,6,6,0
đầu_gối,4,2,6,10,0
van_xin,4,2,6,6,0
lục_soát,4,2,7,9,0
cứu_thương,4,2,9,13,0
giai_điệu,4,2,8,10,0
nhị,4,1,3,4,0
đực,4,1,3,5,0
phóng_điện,4,2,9,12,0
quý_khách,4,2,8,10,0
chiếm_dụng,4,2,9,12,0
châm,4,1,4,5,0
cày,4,1,3,4,0
you,4,1,3,3,0
bộc_lộ,4,2,5,9,0
tiếp_nối,4,2,7,11,0
ẩu_đả,4,2,4,7,0
tham_vấn,4,2,7,9,0
quay_phim,4,2,8,8,0
chứng_từ,4,2,7,11,0
châm_biếm,4,2,8,11,0
sóng_gió,4,2,7,9,0
bắt_đầu_mối,4,3,9,15,0
vương_quyền,4,2,10,14,0
đóng,4,1,5,5,0
hoàn,4,1,5,5,0
tập,4,1,4,5,0
phần,4,1,5,6,0
tự,4,1,3,4,0
mà,4,1,3,3,0
dũng,4,1,5,5,0
bền_chặt,4,2,7,11,0
đòn_bẩy,4,2,6,9,0
thượng_tá,4,2,8,12,0
bạch_tuộc,4,2,8,11,0
truy_xuất,4,2,8,10,0
trung_bộ,4,2,7,9,0
xấu_số,4,2,5,9,0
đặc_sản,4,2,6,9,0
chợ_nổi,4,2,6,10,0
miền_xuôi,4,2,8,11,0
thể_lệ,4,2,5,9,0
trí_tuệ,4,2,6,9,0
nghi_ngại,4,2,8,9,0
mô-tô,4,1,5,7,0
cadimi,4,1,6,6,0
arsen,4,1,5,5,0
đồng_đều,4,2,7,11,0
hưởng_ứng,4,2,8,13,0
cảm,4,1,4,4,0
lịch_sự,4,2,6,9,0
luyên_thuyên,4,2,11,13,0
chỉ_trỏ,4,2,6,8,0
công_ích,4,2,7,9,0
nhân_khẩu,4,2,8,11,0
quận_uỷ,4,2,6,9,0
cư_ngụ,4,2,5,7,0
thu_phát,4,2,7,8,0
lớn,4,1,4,5,0
trang_trải,4,2,9,10,0
vòng_vo,4,2,6,7,0
hoàn_trả,4,2,7,9,0
bú,4,1,2,3,0
thuốc_độc,4,2,8,12,0
nhà_xác,4,2,6,8,0
hack,4,1,4,4,0
máy_chủ,4,2,6,8,0
chet,4,1,4,4,0
kết_dư,4,2,5,8,0
tiền_túi,4,2,7,10,0
lượm,4,1,4,7,0
thợ_mộc,4,2,6,10,0
y_án,4,2,3,4,0
–ttg,4,1,4,4,0
trướng,4,1,6,9,0
lee_nguyễn_đã,4,3,11,14,0
thợ_xây,4,2,6,9,0
thăng_bằng,4,2,9,12,0
mỹ_nữ,4,2,4,7,0
vô_cớ,4,2,4,7,0
dan_díu,4,2,6,7,0
hân,4,1,3,4,0
chủ_quản,4,2,7,9,0
mìn,4,1,3,4,0
liên_tịch,4,2,8,10,0
thực_chất,4,2,8,12,0
tuyên_đọc,4,2,8,10,0
cư_sĩ,4,2,4,6,0
chúng_sinh,4,2,9,10,0
an_dân,4,2,5,6,0
chủ_nghĩa_xã_hội,4,4,13,18,0
cồn,4,1,3,5,0
khùng,4,1,5,6,0
tang,4,1,4,4,0
háng,4,1,4,5,0
nhân_công,4,2,8,10,0
trailer,4,1,7,7,0
cộng_tác,4,2,7,10,0
nhè,4,1,3,4,0
xoa,4,1,3,3,0
dỗ,4,1,2,4,0
vay_mượn,4,2,7,10,0
văn_bằng,4,2,7,10,0
bình_sơn,4,2,7,9,0
thuỷ_lợi,4,2,7,10,0
mạ,4,1,2,3,0
xã_giao,4,2,6,7,0
cấm_khẩu,4,2,7,11,0
tí,4,1,2,3,0
tra-công,4,1,8,9,0
biến_thái,4,2,8,11,0
ăn_năn,5,2,5,7,0
csgt,5,1,4,4,0
chèn,5,1,4,5,0
thân_thể,5,2,7,10,0
phát_tán,5,2,7,9,0
con_bé,5,2,5,6,0
nghèo_khó,5,2,8,10,0
al-awlaki,5,1,9,9,0
hòng,5,1,4,5,0
khoan_hồng,5,2,9,11,0
tra_hỏi,5,2,6,7,0
tình_ái,5,2,6,8,0
khóc_lóc,5,2,7,9,0
điên_cuồng,5,2,9,12,0
ly_hôn,5,2,5,6,0
liên_danh,5,2,8,9,0
kết,5,1,4,5,0
lực,5,1,4,5,0
dầu_lửa,5,2,6,10,0
nước_ngọt,5,2,8,12,0
giây_phút,5,2,8,10,0
kinh_hãi,5,2,7,8,0
sơ_cứu,5,2,5,8,0
sẵn_lòng,5,2,7,10,0
đau_đớn,5,2,6,8,0
tín_ngưỡng,5,2,9,13,0
hùng_mạnh,5,2,8,10,0
đặt_chân,5,2,7,10,0
vua_phá_lưới,5,3,10,14,0
thời_thượng,5,2,10,15,0
vận_tốc,5,2,6,10,0
săn_đón,5,2,6,8,0
thủ_quân,5,2,7,9,0
đụng_độ,5,2,6,9,0
định_vị,5,2,6,8,0
đa_dạng_hoá,5,3,9,11,0
bén,5,1,3,4,0
giao_nhận,5,2,8,10,0
phát_hoả,5,2,7,9,0
đêm_ngày,5,2,7,9,0
nhà_trọ,5,2,6,8,0
bim_bim,5,2,6,6,0
cụ_già,5,2,5,7,0
tàu_điện_ngầm,5,3,11,16,0
rung,5,1,4,4,0
bưu_chính,5,2,8,10,0
quy_chuẩn,5,2,8,10,0
địa_lý,5,2,5,7,0
mịn,5,1,3,4,0
bến_bãi,5,2,6,9,0
chống_đối,5,2,8,12,0
giang_hồ,5,2,7,9,0
giữ_chân,5,2,7,10,0
thâu_tóm,5,2,7,9,0
bốc_xếp,5,2,6,10,0
thương_lái,5,2,9,12,0
thường_dân,5,2,9,13,0
vô_tội,5,2,5,8,0
giải_trừ,5,2,7,10,0
đặt_vòng,5,2,7,10,0
cuồng,5,1,5,7,0
nhiệm,5,1,6,7,0
thượng_đỉnh,5,2,10,14,0
chia_rẽ,5,2,6,7,0
bầu_trời,5,2,7,11,0
song_ngữ,5,2,7,9,0
nóng_tính,5,2,8,10,0
nhật_báo,5,2,7,10,0
mặt_nước,5,2,7,12,0
mái_tóc,5,2,6,8,0
phàn_nàn,5,2,7,9,0
định_kiến,5,2,8,11,0
đông_đúc,5,2,7,9,0
rừng_đặc_dụng,5,3,11,16,0
dự_tính,5,2,6,9,0
khốc_liệt,5,2,8,12,0
gói_thầu,5,2,7,10,0
hoả_tốc,5,2,6,9,0
bồi,5,1,3,5,0
kéo_theo,5,2,7,8,0
đường_dẫn,5,2,8,13,0
lữ_đoàn,5,2,6,9,0
triển_vọng,5,2,9,12,0
đối,5,1,4,5,0
thiết,5,1,6,7,0
trẻ,5,1,4,4,0
phía,5,1,5,5,0
trực_diện,5,2,8,12,0
chất_liệu,5,2,8,12,0
hoả_lực,5,2,6,9,0
nòng,5,1,4,5,0
điều_khiển_từ_xa,5,4,13,19,0
online,5,1,6,6,0
đột_biến,5,2,7,11,0
ngày_đêm,5,2,7,9,0
đường_cao_tốc,5,3,11,16,0
ngoại_trừ,5,2,8,11,0
học_hỏi,5,2,6,8,0
nguyên_vật_liệu,5,3,13,18,0
cách_chức,5,2,8,11,0
em_trai,5,2,6,6,0
bàn_bạc,5,2,6,8,0
thăng_hoa,5,2,8,9,0
hoá_học,5,2,6,8,0
hoài_nghi,5,2,8,9,0
giá_thành,5,2,8,10,0
tượng_đài,5,2,8,12,0
áo_cưới,5,2,6,10,0
mưa_đá,5,2,5,7,0
khô_hạn,5,2,6,8,0
gió_mùa,5,2,6,8,0
áp_thấp,5,2,6,9,0
kĩ_năng,5,2,6,8,0
nhung_nhúc,5,2,9,10,0
phản_công,5,2,8,10,0
thịnh_vượng,5,2,10,14,0
thập_niên,5,2,8,11,0
giao_tranh,5,2,9,9,0
cứa_cổ,5,2,5,9,0
giằng_co,5,2,7,9,0
giám,5,1,5,5,0
đốc,5,1,4,5,0
khác,5,1,5,5,0
tổng,5,1,5,6,0
sai_sót,5,2,6,7,0
riêng_biệt,5,2,9,12,0
bán_kính,5,2,7,9,0
trung_gian,5,2,9,9,0
nguyên_khai,5,2,10,11,0
tước_đoạt,5,2,8,12,0
nghiệp,5,1,7,8,0
còn,5,1,4,4,0
bàn,5,1,4,4,0
cầu,5,1,4,5,0
triệu,5,1,6,7,0
phản_ảnh,5,2,7,9,0
thương_gia,5,2,9,11,0
nguyễn_văn,5,2,9,12,0
sống_còn,5,2,7,10,0
tổng_kết,5,2,7,11,0
tiếc_nuối,5,2,8,12,0
nhà_chứa,5,2,7,10,0
bầu_chọn,5,2,7,10,0
xử_tử,5,2,4,8,0
tù_nhân,5,2,6,8,0
hành_hạ,5,2,6,8,0
chế_nhạo,5,2,7,10,0
cáo_già,5,2,6,8,0
cặp_kè,5,2,5,8,0
hãm,5,1,3,4,0
ngầu,5,1,4,6,0
trước_bạ,5,2,7,11,0
cây_trồng,5,2,8,11,0
mất_trắng,5,2,8,12,0
tư_lệnh,5,2,6,9,0
ý_chí,5,2,4,6,0
thi_đua,5,2,6,6,0
ồn_ào,5,2,4,7,0
tình_tứ,5,2,6,9,0
điểm_nóng,5,2,8,11,0
áo_phông,5,2,7,9,0
nhỏ_bé,5,2,5,7,0
hạ_thuỷ,5,2,6,8,0
ứng_cứu,5,2,6,10,0
chính_thống,5,2,10,13,0
quy_luật,5,2,7,9,0
đuốc,5,1,4,6,0
dí_dỏm,5,2,5,7,0
thế_vận_hội,5,3,9,15,0
ngoại_ô,5,2,6,8,0
ói,5,1,2,3,0
ớt,5,1,2,4,0
cóc,5,1,4,4,0
thượng_nguồn,5,2,11,16,0
cống,5,1,4,6,0
khoáng,5,1,6,7,0
đương_nhiên,5,2,10,13,0
khởi_tranh,5,2,9,11,0
cứng_rắn,5,2,7,11,0
dự_toán,5,2,6,9,0
yểm_trợ,5,2,6,10,0
ngoại_vi,5,2,7,8,0
chống_cự,5,2,7,11,0
thổi_phồng,5,2,9,13,0
xaluan.com,5,1,10,10,0
gập,5,1,3,5,0
thể_dục,5,2,6,9,0
tranh_luận,5,2,9,11,0
bất_bình,5,2,7,10,0
tư_duy,5,2,5,6,0
thi_tuyển,5,2,8,10,0
nhà_nghiên_cứu,5,3,12,16,0
sàng_lọc,5,2,7,9,0
hậu_trường,5,2,9,14,0
hoà_âm,5,2,5,7,0
tin_vui,5,2,6,6,0
lôi,5,1,3,4,0
thư_giãn,5,2,7,9,0
thương_lượng,5,2,11,16,0
lách,5,1,4,5,0
quản_lí,5,2,6,8,0
giở_trò,5,2,6,9,0
lang_thang,5,2,9,9,0
bỏ_rơi,5,2,5,7,0
cầu_nguyện,5,2,9,13,0
diễn_tập,5,2,7,11,0
đương_kim,5,2,8,10,0
tán_loạn,5,2,7,9,0
mù_mịt,5,2,5,7,0
chu_đáo,5,2,6,7,0
thắt,5,1,4,6,0
khai_khoáng,5,2,10,11,0
milk,5,1,4,4,0
sâu_rộng,5,2,7,10,0
đúng_mức,5,2,7,10,0
năng_suất,5,2,8,11,0
gia_súc,5,2,6,7,0
công_luận,5,2,8,11,0
nghiêm_khắc,5,2,10,13,0
ngắn_gọn,5,2,7,10,0
nguội_lạnh,5,2,9,12,0
tiền_nhiệm,5,2,9,13,0
danh_thủ,5,2,7,8,0
ngôi_vị,5,2,6,8,0
lập_công,5,2,7,10,0
đa_phương,5,2,8,10,0
thày,5,1,4,5,0
luat,5,1,4,4,0
united,5,1,6,6,0
triều_đại,5,2,8,11,0
thẻ_đỏ,5,2,5,7,0
thế_trận,5,2,7,11,0
mỳ,5,1,2,3,0
sáng_giá,5,2,7,9,0
cố_vấn,5,2,5,9,0
kinh_ngạc,5,2,8,9,0
đường,5,1,6,8,0
chủ_nợ,5,2,5,8,0
sản,5,1,4,4,0
quyết,5,1,6,7,0
đồng_quê,5,2,7,10,0
kem,5,1,3,3,0
kỳ_quặc,5,2,6,9,0
thiếu_hụt,5,2,8,11,0
ăn_mày,5,2,5,7,0
ca_hát,5,2,5,6,0
guitar,5,1,6,6,0
tổng_đài,5,2,7,10,0
vấn,5,1,4,5,0
đeo_bám,5,2,6,7,0
xấp_xỉ,5,2,5,8,0
tân_chủ_tịch,5,3,10,13,0
vượt_bậc,5,2,7,12,0
cấp_thiết,5,2,8,12,0
showroom,5,1,8,8,0
làm_quen,5,2,7,8,0
quan_trắc,5,2,8,10,0
chi_bộ,5,2,5,7,0
nước_thải,5,2,8,12,0
hoa_màu,5,2,6,7,0
sa_đà,5,2,4,5,0
nóng_lòng,5,2,8,10,0
thăm_quan,5,2,8,9,0
thân_mật,5,2,7,10,0
kình_địch,5,2,8,10,0
trường_quay,5,2,10,13,0
giao_cấu,5,2,7,9,0
viện_trợ,5,2,7,11,0
hương_thảo,5,2,9,12,0
bầu_không_khí,5,3,11,15,0
chao_đảo,5,2,7,8,0
rap,5,1,3,3,0
bóng_đá_châu_âu,5,4,12,16,0
huỷ_bỏ,5,2,5,7,0
bật_mí,5,2,5,8,0
nhã,5,1,3,4,0
tinh_nhuệ,5,2,8,10,0
màn_ảnh,5,2,6,8,0
toàn,5,1,5,5,0
chữa_trị,5,2,7,10,0
y_bác_sĩ,5,3,6,8,0
lết,5,1,3,5,0
bông_tai,5,2,7,8,0
vũ_điệu,5,2,6,9,0
danh_thắng,5,2,9,11,0
nối_liền,5,2,7,11,0
thâm_nhập,5,2,8,11,0
đồng_ruộng,5,2,9,13,0
thấp_tầng,5,2,8,12,0
háo_hức,5,2,6,9,0
chính_trị_viên,5,3,12,15,0
quân_chủng,5,2,9,11,0
ưu_tú,5,2,4,6,0
chấn_chỉnh,5,2,9,12,0
hêrôin,5,1,6,8,0
đẩy_lùi,5,2,6,9,0
quyên_góp,5,2,8,10,0
vẻ_vang,5,2,6,7,0
thuỷ_ngân,5,2,8,10,0
chì,5,1,3,4,0
bẻ,5,1,2,3,0
phổ_cập,5,2,6,10,0
kiều_bào,5,2,7,10,0
triễn,5,1,5,7,0
lãm,5,1,3,4,0
biết_ơn,5,2,6,9,0
phen,5,1,4,4,0
kênh_kiệu,5,2,8,11,0
dư_thừa,5,2,6,9,0
bình_đẳng,5,2,8,11,0
thường_ngày,5,2,10,14,0
cuỗm,5,1,4,6,0
ngư,5,1,3,4,0
giải_trình,5,2,9,11,0
đục,5,1,3,4,0
ồn,5,1,2,4,0
"lee_nguyễn_,",5,3,10,12,0
tái_thiết,5,2,8,11,0
đăng_kí,5,2,6,8,0
:_ryan_giggs,5,3,10,10,0
",_ryan_giggs",5,3,10,10,0
thuốc_trừ_sâu,5,3,11,16,0
yêu_đương,5,2,8,11,0
ngôn_luận,5,2,8,11,0
khắp_nơi,5,2,7,10,0
giả_thuyết,5,2,9,12,0
hoang_phí,5,2,8,9,0
trẻ_con,5,2,6,7,0
cao_đẳng,5,2,7,9,0
trưởng_lão,5,2,9,13,0
giáo_phẩm,5,2,8,11,0
cảm_động,5,2,7,10,0
tống_đạt,5,2,7,10,0
luân_lưu,5,2,7,9,0
nuoc,5,1,4,4,0
cai_sữa,5,2,6,8,0
khô_khan,5,2,7,8,0
triều_cường,5,2,10,15,0
xoàng,5,1,5,6,0
hộ_vệ,5,2,4,8,0
hồng_nhung,5,2,9,11,0
đánh_võng,6,2,8,10,0
đương_nhiệm,6,2,10,14,0
sợ_hãi,6,2,5,8,0
kích_hoạt,6,2,8,10,0
cây_số,6,2,5,8,0
thú_nhận,6,2,7,10,0
sáng_tỏ,6,2,6,8,0
hoa_quả,6,2,6,7,0
bi_kịch,6,2,6,7,0
văn_kiện,6,2,7,10,0
áp_đặt,6,2,5,8,0
la_liệt,6,2,6,8,0
phân_luồng,6,2,9,12,0
chuyển_biến,6,2,10,14,0
ăn_khách,6,2,7,9,0
cưỡi,6,1,4,7,0
hội_ngộ,6,2,6,10,0
đại_bản_doanh,6,3,11,13,0
sân_cỏ,6,2,5,7,0
mật_độ,6,2,5,9,0
tạm_trú,6,2,6,8,0
cúng,6,1,4,5,0
đùi,6,1,3,4,0
internet,6,1,8,8,0
cáp_quang,6,2,8,9,0
golf,6,1,4,4,0
tennis,6,1,6,6,0
địa_ốc,6,2,5,8,0
t,6,1,1,1,0
hào_hứng,6,2,7,10,0
điện_báo,6,2,7,10,0
ngoại_tệ,6,2,7,10,0
thù,6,1,3,4,0
sinh_mạng,6,2,8,9,0
hứng_chịu,6,2,8,11,0
mong_chờ,6,2,7,9,0
nhức_nhối,6,2,8,12,0
viếng_thăm,6,2,9,12,0
thân_cận,6,2,7,10,0
un,6,1,2,2,0
đam_mê,6,2,5,6,0
giản_dị,6,2,6,8,0
chăm_chỉ,6,2,7,9,0
xuống_nước,6,2,9,14,0
ủi,6,1,2,3,0
thu_hẹp,6,2,6,7,0
đối_xử,6,2,5,9,0
từ_bỏ,6,2,4,7,0
thuốc_nổ,6,2,7,11,0
kênh_truyền_hình,6,3,14,18,0
sạt_lở,6,2,5,8,0
giới,6,1,5,6,0
đặc_sắc,6,2,6,10,0
mới_mẻ,6,2,5,8,0
thủ,6,1,4,4,0
báo,6,1,4,4,0
hình,6,1,5,5,0
phải,6,1,5,5,0
cần,6,1,4,5,0
phô_diễn,6,2,7,10,0
trường_bắn,6,2,9,14,0
hồng_ngoại,6,2,9,12,0
chế_tạo_máy,6,3,9,13,0
thiết_giáp,6,2,9,12,0
chào_mừng,6,2,8,11,0
hàn_quốc,6,2,7,10,0
hiện_hữu,6,2,7,11,0
giật_mình,6,2,8,11,0
yêu_mến,6,2,6,9,0
tâm_thư,6,2,6,8,0
phân_trần,6,2,8,11,0
lâm_sàng,6,2,7,9,0
tổng_tài,6,2,7,10,0
làm_giàu,6,2,7,9,0
gợi_cảm,6,2,6,9,0
first,6,1,5,5,0
bồng,6,1,4,6,0
dày_đặc,6,2,6,9,0
cảnh_tượng,6,2,9,13,0
binh_lính,6,2,8,9,0
chú_thích,6,2,8,10,0
đổ_xô,6,2,4,7,0
kế_tiếp,6,2,6,10,0
ồ_ạt,6,2,3,6,0
số_ít,6,2,4,7,0
nợ_nần,6,2,5,9,0
sít_sao,6,2,6,7,0
chủ_nghĩa,6,2,8,10,0
liên_hiệp,6,2,8,11,0
tâm_trạng,6,2,8,10,0
thù_địch,6,2,7,9,0
bản,6,1,4,4,0
tiễn,6,1,4,6,0
tiện_lợi,6,2,7,11,0
nhiệt_tình,6,2,9,12,0
đồng_nghĩa,6,2,9,12,0
rượt,6,1,4,7,0
chửi_bới,6,2,7,11,0
tiền_phong,6,2,9,11,0
cứu,6,1,4,5,0
hiện,6,1,5,6,0
dân_chúng,6,2,8,10,0
kỉ_niệm,6,2,6,9,0
phân_loại,6,2,8,10,0
đại_chúng,6,2,8,10,0
nữ_giới,6,2,6,10,0
hội_đàm,6,2,6,9,0
di_chúc,6,2,6,7,0
quê_quán,6,2,7,9,0
màn_kịch,6,2,7,9,0
dân_quân,6,2,7,9,0
hành_quyết,6,2,9,12,0
hạm_đội,6,2,6,9,0
liệt_kê,6,2,6,9,0
mạnh_tay,6,2,7,8,0
giải_đáp,6,2,7,9,0
chủ_chốt,6,2,7,10,0
bất_lợi,6,2,6,10,0
hỗn_chiến,6,2,8,12,0
chỉ_thiên,6,2,8,10,0
nóng_bỏng,6,2,8,10,0
mũi_tên,6,2,6,8,0
góc_độ,6,2,5,8,0
o,6,1,1,1,0
sai_lệch,6,2,7,9,0
âm_thầm,6,2,6,9,0
biết,6,1,5,6,0
khoẻ_mạnh,6,2,8,10,0
chế_phẩm,6,2,7,11,0
mặn_mà,6,2,5,8,0
trầm_tích,6,2,8,11,0
loãng,6,1,5,6,0
tập_hợp,6,2,6,10,0
doc,6,1,3,3,0
đồng_hương,6,2,9,13,0
sà,6,1,2,3,0
khen_thưởng,6,2,10,13,0
loạn,6,1,4,5,0
phẩm_chất,6,2,8,12,0
khích_lệ,6,2,7,10,0
sông_hương,6,2,9,12,0
giải_vô_địch_bóng_đá,6,5,16,21,0
hồi_hộp,6,2,6,10,0
hiếm_hoi,6,2,7,9,0
bảo_thủ,6,2,6,8,0
yêu_sách,6,2,7,9,0
kết_tội,6,2,6,10,0
kê_khai,6,2,6,7,0
tường_trình,6,2,10,14,0
đồi_bại,6,2,6,9,0
tổn_thất,6,2,7,11,0
nhân_đạo,6,2,7,9,0
ngọt_ngào,6,2,8,10,0
nhí,6,1,3,4,0
vô_tình,6,2,6,8,0
trả_đũa,6,2,6,8,0
xâm_lược,6,2,7,11,0
răn_đe,6,2,5,6,0
vận_động_viên,6,3,11,16,0
doping,6,1,6,6,0
châu_lục,6,2,7,9,0
trang_trại,6,2,9,10,0
tiên_phong,6,2,9,10,0
văn_phòng_phẩm,6,3,12,16,0
kim_ngạch,6,2,8,9,0
lớn_mạnh,6,2,7,10,0
buôn_người,6,2,9,13,0
bóc_lột,6,2,6,9,0
tuyệt_vọng,6,2,9,12,0
xã_hội_hoá,6,3,8,12,0
cảm_kích,6,2,7,9,0
cầu_nối,6,2,6,10,0
vũ_lực,6,2,5,8,0
diễn_văn,6,2,7,10,0
bất_ổn,6,2,5,9,0
lục_quân,6,2,7,9,0
nhỉnh,6,1,5,6,0
siêu_sao,6,2,7,8,0
nội_các,6,2,6,9,0
nhân_tạo,6,2,7,9,0
tân_hlv,6,2,6,7,0
ghét,6,1,4,5,0
thăm_hỏi,6,2,7,9,0
đánh_đầu,6,2,7,10,0
quỷ,6,1,3,4,0
đầu_bếp,6,2,6,10,0
tien,6,1,4,4,0
kê_biên,6,2,6,8,0
hàng_rào,6,2,7,9,0
đường_phố,6,2,8,13,0
nam_sinh,6,2,7,7,0
sơ_hở,6,2,4,7,0
áo_mưa,6,2,5,7,0
toyota,6,1,6,6,0
dự,6,1,3,4,0
mourinho,6,1,8,8,0
thị_sát,6,2,6,8,0
gợi,6,1,3,5,0
nghỉ_việc,6,2,8,11,0
dương_cầm,6,2,8,12,0
xe_hoa,6,2,5,5,0
giao_thừa,6,2,8,10,0
thường_lệ,6,2,8,13,0
phụ_gia,6,2,6,7,0
đơn_phương,6,2,9,12,0
quần_chúng,6,2,9,12,0
ngày_sinh,6,2,8,9,0
độc_thân,6,2,7,10,0
lật_đổ,6,2,5,9,0
sushi,6,1,5,5,0
hiện_vật,6,2,7,11,0
hải_đảo,6,2,6,8,0
nghiêm_cấm,6,2,9,12,0
mầm_non,6,2,6,8,0
trường_lớp,6,2,9,14,0
lần,6,1,4,5,0
than_đá,6,2,6,7,0
đánh_đập,6,2,7,10,0
cho_dù,6,2,5,6,0
chánh_vp_bộ_y_tế,6,5,12,17,0
tặc,6,1,3,5,0
hoang_tàn,6,2,8,9,0
bất_đắc_dĩ,6,3,8,13,0
hoàn_chỉnh,6,2,9,11,0
đánh_hỏng,6,2,8,10,0
nhàn_rỗi,6,2,7,10,0
lò_mổ,6,2,4,7,0
off,6,1,3,3,0
cãi_vã,6,2,5,7,0
lùm,6,1,3,4,0
đạo_chích,6,2,8,10,0
gào_thét,6,2,7,9,0
khói_lửa,6,2,7,10,0
hò_hét,6,2,5,7,0
nhân_phẩm,6,2,8,11,0
nổ_mìn,6,2,5,8,0
giả_thiết,6,2,8,11,0
công_tác_phí,6,3,10,13,0
thpt,6,1,4,4,0
bao_bì,6,2,5,6,0
bệnh_xá,6,2,6,9,0
chư,6,1,3,4,0
bồ_câu,6,2,5,8,0
thể_loại,6,2,7,10,0
cúp_quốc_gia,6,3,10,13,0
tài_vụ,6,2,5,7,0
học_phần,6,2,7,10,0
điện_lạnh,6,2,8,11,0
metro,6,1,5,5,0
heroine,6,1,7,7,0
cao_uỷ,6,2,5,6,0
túng_thiếu,6,2,9,12,0
công_vụ,7,2,6,8,0
hung_hãn,7,2,7,8,0
động,7,1,5,6,0
truy_lùng,7,2,8,9,0
chóng_mặt,7,2,8,11,0
man_rợ,7,2,5,7,0
công_lý,7,2,6,8,0
sở_tại,7,2,5,8,0
thề,7,1,3,5,0
khủng_khiếp,7,2,10,13,0
khuôn_viên,7,2,9,11,0
nhà_nghỉ,7,2,7,9,0
mai_táng,7,2,7,8,0
tối_ưu_hoá,7,3,8,12,0
máy,7,1,4,4,0
phương_diện,7,2,10,14,0
tiền_tệ,7,2,6,10,0
xịt,7,1,3,4,0
hà_nội,7,2,5,8,0
trình_chiếu,7,2,10,13,0
series,7,1,6,6,0
tâm_linh,7,2,7,8,0
phê_bình,7,2,7,9,0
mặt_trận,7,2,7,11,0
ngùn_ngụt,7,2,8,10,0
thảm,7,1,4,5,0
thông_cảm,7,2,8,10,0
rào_cản,7,2,6,8,0
ưu_việt,7,2,6,9,0
nổi_trội,7,2,7,11,0
hài_hoà,7,2,6,8,0
ngần_ngại,7,2,8,11,0
cá_thể,7,2,5,8,0
