Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
pháo_thủ,2,2,7,9,1
kiêng_kị,2,2,7,9,1
ngoảnh_đi_ngoảnh_lại,2,4,17,20,1
mước,2,1,4,7,1
đầu_não,2,2,6,9,1
cầu_trượt,2,2,8,13,1
bó_rọ,2,2,4,6,1
cơi_nới,2,2,6,9,1
mê_cuồng,2,2,7,10,1
dẽ,2,1,2,3,1
khiếp_nhược,2,2,10,15,1
thuật_toán,2,2,9,12,1
bất_đắc_kì_tử,2,4,10,17,1
bình_phong,2,2,9,10,1
khương,2,1,6,8,1
tửu_đồ,2,2,5,9,1
soải,2,1,4,5,1
cõi_tục,2,2,6,8,1
tiền_nhiệm,2,2,9,13,1
ma_cà_bông,2,3,8,10,1
bảo_hộ_lao_động,2,4,12,17,1
quốc_hiệu,2,2,8,12,1
buông_lỏng,2,2,9,11,1
ban_ân,2,2,5,6,1
thông_thương,2,2,11,14,1
vô_tổ_chức,2,3,8,13,1
ợ,2,1,1,3,1
hoa_lan,2,2,6,6,1
thiếc,2,1,5,7,1
ngoại_hình_hoá,2,3,12,15,1
quán_cóc,2,2,7,9,1
khẩu_ngữ_hoá,2,3,10,15,1
tháng_một,2,2,8,11,1
phấn_sáp,2,2,7,10,1
vô_lo,2,2,4,5,1
công_thự,2,2,7,10,1
kiện_cáo,2,2,7,10,1
gỏi,2,1,3,4,1
đỏ_lừ,2,2,4,7,1
dừ,2,1,2,4,1
cây_cọ,2,2,5,7,1
ngu_dân,2,2,6,7,1
toàn_mĩ,2,2,6,8,1
bá_tánh,2,2,6,8,1
nhân_lực,2,2,7,10,1
khẩu_chiến,2,2,9,13,1
xà_cạp,2,2,5,7,1
chung_sống_hoà_bình,2,4,16,20,1
phục_trang,2,2,9,10,1
bất_hợp_tác,2,3,9,14,1
chín_cây,2,2,7,9,1
thời_gian_hoá,2,3,11,14,1
tiêu_dao,2,2,7,8,1
yêu_quí,2,2,6,8,1
sống_sít,2,2,7,10,1
hội_nghị_bàn_tròn,2,4,14,19,1
máy_hơi_nước,2,3,10,15,1
truờng,2,1,6,8,1
hiệu_triệu,2,2,9,13,1
cáo_biệt,2,2,7,10,1
xướng_hoạ,2,2,8,12,1
cầu_viện,2,2,7,11,1
kê_khai,2,2,6,7,1
khêu,2,1,4,5,1
nguyên_phi,2,2,9,10,1
sây_sát,2,2,6,8,1
sự_hưng_khởi,2,3,10,15,1
vô_thưởng_vô_phạt,2,4,14,20,1
hậu_bổ,2,2,5,9,1
đứng_mũi_chịu_sào,2,4,14,19,1
sai_phái,2,2,7,8,1
thuởng,2,1,6,8,1
tơ_vương,2,2,7,10,1
chế_áp,2,2,5,8,1
đen_bạc,2,2,6,7,1
buôn_thúng_bán_mẹt,2,4,15,19,1
kêt,2,1,3,4,1
duy_mỹ,2,2,5,6,1
mày_ngài_mắt_phượng,2,4,16,23,1
thiệt_hơn,2,2,8,11,1
chuồi,2,1,5,7,1
loè_nhoè,2,2,7,9,1
máu_nóng,2,2,7,9,1
lê_công,2,2,6,8,1
bồ_quân,2,2,6,9,1
vướng_vít,2,2,8,12,1
giải_nguyên,2,2,10,12,1
thương_đau,2,2,9,11,1
tục_tằn,2,2,6,9,1
vanh_vách,2,2,8,9,1
xướng_ca_vô_loài,2,4,13,18,1
ứ_đọng,2,2,5,8,1
hoàng_thân,2,2,9,11,1
hiện_tại_hoá,2,3,10,14,1
can_hệ,2,2,5,7,1
tọng,2,1,4,5,1
hữu_hảo,2,2,6,9,1
chuyển_dạ,2,2,8,11,1
chia_li,2,2,6,6,1
chính_thống_hoá,2,3,13,17,1
chèo_kéo,2,2,7,9,1
từ_dịch,2,2,6,9,1
cụng,2,1,4,5,1
xa_lắc,2,2,5,7,1
lưỡi_liềm,2,2,8,13,1
kinh_hồn_bạt_vía,2,4,13,17,1
bắt_chân_chữ_ngũ,2,4,13,19,1
hạ_tằng,2,2,6,9,1
đẽo_cày_giữa_đường,2,4,15,22,1
không_thể_chế_ngự,2,4,14,21,1
có_chửa,2,2,6,9,1
trở_thành_thể,2,3,11,16,1
ăn_tươi_nuốt_sống,2,4,14,21,1
đồng_môn,2,2,7,10,1
giải_trừ_quân_bị,2,4,13,18,1
trương_lực,2,2,9,13,1
khởi_nghiệp,2,2,10,14,1
tối_hậu_thư,2,3,9,14,1
lẫm_chẫm,2,2,7,11,1
đạc,2,1,3,4,1
bủng_beo,2,2,7,8,1
cơ_khí_hoá,2,3,8,11,1
nhạc_khí,2,2,7,9,1
lê_rồi,2,2,5,8,1
sóng_ngầm,2,2,8,11,1
giao_thương,2,2,10,12,1
thủ_phủ,2,2,6,8,1
thuộc_cấp,2,2,8,12,1
đinh_vít,2,2,7,8,1
đồng_tâm_hiệp_lực,2,4,14,21,1
điện_ngọc,2,2,8,11,1
u_hoài,2,2,5,6,1
nhà_băng,2,2,7,9,1
vận_mạng,2,2,7,10,1
thành_bại,2,2,8,10,1
đì,2,1,2,3,1
thói_tật,2,2,7,10,1
binh_lửa,2,2,7,9,1
thô_mộc,2,2,6,9,1
nước_cất,2,2,7,12,1
sùi_sụt,2,2,6,8,1
trù_hoạch,2,2,8,10,1
khúc_mắc,2,2,7,10,1
thực_dụng_chủ_nghĩa,2,4,16,21,1
cứu_sinh,3,2,7,9,1
sinh_tiền,3,2,8,10,1
đại_bại,3,2,6,8,1
yếu_thế,3,2,6,10,1
càn_khôn,3,2,7,9,1
bá_vương,3,2,7,10,1
xét_nét,3,2,6,8,1
ác_tâm,3,2,5,7,1
dịch_tễ,3,2,6,9,1
ve_vãn,3,2,5,6,1
thuần_phục,3,2,9,12,1
nuôi_béo,3,2,7,9,1
ong_bướm,3,2,7,10,1
gia_dụng,3,2,7,8,1
phong_lan,3,2,8,8,1
cá_độ,3,2,4,7,1
chết_trôi,3,2,8,11,1
đánh_bạn,3,2,7,9,1
bắt_ép,3,2,5,8,1
mấy_khi,3,2,6,8,1
lao_tù,3,2,5,6,1
thề_bồi,3,2,6,10,1
tay_trắng,3,2,8,10,1
dìu_dặt,3,2,6,9,1
cảm_khái,3,2,7,9,1
hâm_nóng,3,2,7,9,1
quốc_sự,3,2,6,10,1
như_thanh,3,2,8,9,1
tịch_mịch,3,2,8,10,1
nhòm_ngó,3,2,7,9,1
ăn_mòn,3,2,5,7,1
chủ_tế,3,2,5,8,1
học_khoá,3,2,7,9,1
cai_ngục,3,2,7,8,1
chất_lỏng,3,2,8,11,1
buông_tuồng,3,2,10,13,1
chẽn,3,1,4,5,1
trứng_sáo,3,2,8,11,1
cả_thẹn,3,2,6,8,1
du_học_sinh,3,3,9,10,1
quần_bò,3,2,6,9,1
cháu_đích_tôn,3,3,11,14,1
công_nông,3,2,8,10,1
hợp_lực,3,2,6,10,1
lỡ_bước,3,2,6,11,1
cảnh_xa,3,2,6,7,1
gian_hàng,3,2,8,9,1
nhà_binh,3,2,7,8,1
bùng_bùng,3,2,8,10,1
nhiểu,3,1,5,7,1
chúa_công,3,2,8,10,1
đầy_đoạ,3,2,6,9,1
kí_giả,3,2,5,7,1
nhiếc_móc,3,2,8,11,1
tiêp,3,1,4,5,1
bắt_cái,3,2,6,9,1
sinh_con_đẻ_cái,3,4,12,14,1
sơn_tràng,3,2,8,10,1
tu_bổ,3,2,4,6,1
ngọc_nữ,3,2,6,9,1
đuờng,3,1,5,7,1
chắng,3,1,5,7,1
ri_rỉ,3,2,4,5,1
tổ_đỉa,3,2,5,8,1
lạ_mắt,3,2,5,8,1
hành_hạt,3,2,7,9,1
nhấp_nhánh,3,2,9,12,1
nhường_bước,3,2,10,16,1
rợn_ngợp,3,2,7,11,1
nhà_chứa,3,2,7,10,1
mục_kích,3,2,7,9,1
mề,3,1,2,4,1
sún,3,1,3,4,1
tam_cương,3,2,8,10,1
hàng_lối,3,2,7,10,1
thổ_tả,3,2,5,8,1
cứu_trợ,3,2,6,10,1
rượu_tăm,3,2,7,11,1
tí_tẹo,3,2,5,7,1
phẩy,3,1,4,6,1
tân_lang,3,2,7,8,1
lì_lợm,3,2,5,8,1
nói_mê,3,2,5,7,1
kỳ_công,3,2,6,8,1
vương_vãi,3,2,8,11,1
kì_công,3,2,6,8,1
miềm,3,1,4,6,1
tì_bà,3,2,4,6,1
dận,3,1,3,5,1
lưu_loát,3,2,7,9,1
tuệ_trung_thượng_sĩ,3,4,16,22,1
tàn_tệ,3,2,5,8,1
ngâu,3,1,4,5,1
nậm,3,1,3,5,1
đòng,3,1,4,5,1
nguyên_chất,3,2,10,13,1
ấu_trùng,3,2,7,10,1
phản_trắc,3,2,8,11,1
mặt_tiền,3,2,7,11,1
tịch_thu,3,2,7,8,1
chấp_chới,3,2,8,12,1
quan_trường,3,2,10,13,1
hút_hồn,3,2,6,9,1
bịnh,3,1,4,5,1
bẹn,3,1,3,4,1
lý_số,3,2,4,7,1
thượng_quan,3,2,10,13,1
cặn_bã,3,2,5,8,1
hiểm_ác,3,2,6,9,1
thầy_pháp,3,2,8,11,1
đích_danh,3,2,8,9,1
xoi,3,1,3,3,1
sát_hạch,3,2,7,9,1
vô_ơn,3,2,4,6,1
khét,3,1,4,5,1
chữ_bát,3,2,6,9,1
ben,3,1,3,3,1
thi_tứ,3,2,5,7,1
nhỏ_giọt,3,2,7,9,1
bằng_lặng,3,2,8,12,1
đút_nút,3,2,6,8,1
thui,3,1,4,4,1
ngục_thất,3,2,8,11,1
sẳn,3,1,3,5,1
niết_bàn,3,2,7,10,1
chúa_cứu_thế,3,3,10,15,1
trùng_trùng_điệp_điệp,3,4,18,24,1
bán_lẻ,3,2,5,7,1
bán_kính,3,2,7,9,1
biến_tấu,3,2,7,11,1
thợ_thuyền,3,2,9,13,1
tử_thần,3,2,6,10,1
ói,3,1,2,3,1
công_cán,3,2,7,9,1
độc_hại,3,2,6,9,1
máu_lửa,3,2,6,9,1
thoai_thoải,3,2,10,11,1
tàu_bè,3,2,5,7,1
tới_lui,3,2,6,8,1
chèo_chống,3,2,9,12,1
bất_kính,3,2,7,10,1
thái_ấp,3,2,6,9,1
suy_kiệt,3,2,7,9,1
gỡ_rối,3,2,5,9,1
bảnh_bao,3,2,7,8,1
phòng_bị,3,2,7,9,1
phát_tích,3,2,8,10,1
đơn_từ,3,2,5,8,1
hao_tổn,3,2,6,8,1
hạ_lưu,3,2,5,7,1
ẳng,3,1,3,5,1
cố_từ,3,2,4,8,1
chiều_qua,3,2,8,10,1
phớt_tỉnh,3,2,8,11,1
phục_dịch,3,2,8,10,1
lòng_trắng,3,2,9,12,1
biếm,3,1,4,6,1
quyền_thần,3,2,9,13,1
công_xưởng,3,2,9,13,1
thứ_nữ,3,2,5,9,1
mét_vuông,3,2,8,10,1
hổ_tướng,3,2,7,12,1
xám_ngoét,3,2,8,10,1
quan_hoài,3,2,8,9,1
tùng_xẻo,3,2,7,9,1
cạn_chén,3,2,7,9,1
xa_thẳm,3,2,6,8,1
đân,3,1,3,4,1
chòng_chành,3,2,10,12,1
tẩu_thoát,3,2,8,11,1
ngã_ngũ,3,2,6,8,1
ngàn_thu,3,2,7,8,1
dân_cày,3,2,6,8,1
văn_ngôn,3,2,7,9,1
yên_ấm,3,2,5,8,1
giấy_bản,3,2,7,10,1
đặng_một,3,2,7,11,1
so_đo,3,2,4,4,1
mắt_phượng,3,2,9,14,1
tre_già_măng_mọc,3,4,13,16,1
núi_lửa,3,2,6,9,1
can_trường,3,2,9,12,1
mày_râu,3,2,6,8,1
lỡ_lầm,3,2,5,9,1
đại_khoa,3,2,7,8,1
nhẹ_dạ,3,2,5,7,1
phiền_luỵ,3,2,8,11,1
truy_lùng,3,2,8,9,1
hạ_sơn,3,2,5,7,1
dô,3,1,2,3,1
vu_cáo,3,2,5,6,1
tư_thông,3,2,7,9,1
đánh_ghen,3,2,8,9,1
công_chuyện,3,2,10,13,1
mày_mò,3,2,5,7,1
lùi_lũi,3,2,6,8,1
bụi_bậm,3,2,6,9,1
bến_tàu,3,2,6,9,1
dới,3,1,3,5,1
bóp_nặn,3,2,6,9,1
thuốc_nổ,3,2,7,11,1
bá_đạo,3,2,5,7,1
tặc,3,1,3,5,1
cơm_cháo,3,2,7,9,1
úp_mở,3,2,4,7,1
luận_tội,3,2,7,11,1
ven_đô,3,2,5,6,1
hoả_táng,3,2,7,9,1
hàng_phục,3,2,8,10,1
chìm_nổi,3,2,7,10,1
beo,3,1,3,3,1
tinh_nhuệ,3,2,8,10,1
cúng_bái,3,2,7,9,1
nhám,3,1,4,5,1
dây_thần_kinh,3,3,11,14,1
sản_lượng,3,2,8,12,1
gá,3,1,2,3,1
ước_tính,3,2,7,11,1
hít_hà,3,2,5,7,1
thập_thò,3,2,7,10,1
tỉ_mẩn,3,2,5,8,1
thiện_ý,3,2,6,9,1
thổ_địa,3,2,6,9,1
tưng_tức,3,2,7,10,1
hang_ổ,3,2,5,7,1
hầu_khắp,3,2,7,11,1
hom_hem,3,2,6,6,1
chi_li,3,2,5,5,1
dử,3,1,2,4,1
nhảy_dựng,3,2,8,11,1
bài_vị,3,2,5,7,1
thủ_cấp,3,2,6,9,1
vun_xới,3,2,6,8,1
đổ_máu,3,2,5,8,1
vườn_bách_thú,3,3,11,16,1
riêu,3,1,4,5,1
hình_chữ_nhật,3,3,11,16,1
tâm_phúc,3,2,7,9,1
chấm_câu,3,2,7,10,1
mật_thư,3,2,6,9,1
ruột_thừa,3,2,8,12,1
nặng_nợ,3,2,6,10,1
nóng_rực,3,2,7,10,1
trấn_giữ,3,2,7,11,1
dây_thép,3,2,7,9,1
chuyên_viên,3,2,10,12,1
âm_ẩm,3,2,4,7,1
ngô_nghê,3,2,7,9,1
hậu_hoạ,3,2,6,9,1
huỳnh_huỵch,3,2,10,12,1
bìm_bìm,3,2,6,8,1
thăng_thiên,3,2,10,12,1
thanh_thế,3,2,8,10,1
thẩm_vấn,3,2,7,11,1
thân_tín,3,2,7,9,1
lỡm,3,1,3,5,1
quái_gở,3,2,6,9,1
phản_công,3,2,8,10,1
nghi_binh,3,2,8,8,1
gió_lào,3,2,6,8,1
nhồm_nhoàm,3,2,9,12,1
nguyễn_trung,3,2,11,13,1
tre_đằng_ngà,3,3,10,13,1
tiền_giấy,3,2,8,12,1
sờ_mó,3,2,4,7,1
từ_điển_học,3,3,9,14,1
âm_khí,3,2,5,7,1
bách_hợp,3,2,7,10,1
nể_trọng,3,2,7,10,1
tủn_mủn,3,2,6,8,1
tóc_mây,3,2,6,8,1
kinh_nghĩa,3,2,9,10,1
sự_thân_thiết,3,3,11,16,1
tiền_túi,3,2,7,10,1
quỵ_luỵ,3,2,6,8,1
còn_mồ_ma,3,3,7,10,1
nhập_quan,3,2,8,10,1
hám,3,1,3,4,1
gờm,3,1,3,5,1
đất_thánh,3,2,8,11,1
nái,3,1,3,4,1
rúc_rích,3,2,7,9,1
bò_sát,3,2,5,7,1
công_hầu,3,2,7,10,1
tiếng_địa_phương,3,3,14,19,1
án_mạng,3,2,6,8,1
hạ_cố,3,2,4,7,1
yêu_chiều,3,2,8,11,1
rổn_rảng,3,2,7,10,1
phá_rối,3,2,6,9,1
khốc_hại,3,2,7,10,1
rũ_tù,3,2,4,6,1
trêu_ngươi,3,2,9,12,1
đường_đường,3,2,10,16,1
phi_trường,3,2,9,12,1
ba_bề_bốn_bên,3,4,10,15,1
khổ_luyện,3,2,8,12,1
hảo_hạng,3,2,7,9,1
sủng,3,1,4,5,1
mỹ_nữ,3,2,4,7,1
phế_liệu,3,2,7,11,1
nâu_sồng,3,2,7,10,1
phô_phang,3,2,8,9,1
thất_thố,3,2,7,11,1
bát_quái,3,2,7,9,1
ghim,3,1,4,4,1
hương_khói,3,2,9,12,1
cây_bông,3,2,7,9,1
sành_điệu,3,2,8,11,1
bay_nhảy,3,2,7,8,1
văn_tài,3,2,6,8,1
kịch_câm,3,2,7,9,1
chi_tiêu,3,2,7,8,1
cái_tôi,3,2,6,8,1
chứa_chấp,3,2,8,12,1
cây_nhà_lá_vườn,3,4,12,18,1
hơi_hướm,3,2,7,11,1
giáp_binh,3,2,8,9,1
bất_tất,3,2,6,10,1
mẽ,3,1,2,3,1
đèn_đóm,3,2,6,8,1
chập_choạng,3,2,10,13,1
nguyên_tố,3,2,8,11,1
kỳ_bí,3,2,4,6,1
tạ_thế,3,2,5,8,1
thơ_từ,3,2,5,8,1
của_chìm_của_nổi,3,4,13,18,1
đặc_sệt,3,2,6,10,1
đại_lễ,3,2,5,8,1
hoành,3,1,5,6,1
hão,3,1,3,4,1
lê_đến,3,2,5,8,1
thủ_tiết,3,2,7,10,1
miễn_dịch,3,2,8,11,1
lè_tè,3,2,4,6,1
múp_míp,3,2,6,8,1
miệt,3,1,4,6,1
hằng_hà_sa_số,3,4,10,15,1
bão_lụt,3,2,6,8,1
thù_oán,3,2,6,8,1
châm_chước,3,2,9,13,1
xói_lở,3,2,5,8,1
sĩ_khí,3,2,5,7,1
mỡ_màng,3,2,6,9,1
lịch_kịch,3,2,8,10,1
lá_thắm,3,2,6,9,1
ký_kết,3,2,5,8,1
kiếm_chuyện,3,2,10,14,1
loảng_xoảng,3,2,10,12,1
nhẹm,3,1,4,5,1
đắt_đỏ,3,2,5,8,1
phong_phanh,3,2,10,10,1
hồng_thuỷ,3,2,8,11,1
đựa,3,1,3,5,1
rầu_rầu,3,2,6,10,1
vẩn,3,1,3,5,1
bách_nghệ,3,2,8,11,1
bộ_binh,3,2,6,8,1
tù_mù,3,2,4,6,1
giáng_trần,3,2,9,12,1
đắng_ngắt,3,2,8,12,1
trừ_bỏ,3,2,5,8,1
nhi_nữ,3,2,5,7,1
phóng_hoả,3,2,8,10,1
hư_không,3,2,7,9,1
đễ,3,1,2,4,1
phế_thải,3,2,7,10,1
hèn_mọn,3,2,6,8,1
lương_bổng,3,2,9,13,1
thôn_làng,3,2,8,10,1
cời,3,1,3,5,1
nội_thành,3,2,8,11,1
tươi_thắm,3,2,8,12,1
ôn_tập,3,2,5,8,1
sơ_tán,3,2,5,7,1
tới_tới,3,2,6,10,1
xệch,3,1,4,6,1
hể_hả,3,2,4,7,1
tuổi_cao_sức_yếu,3,4,13,19,1
con_bài,3,2,6,7,1
nực,3,1,3,5,1
giếng_thơi,3,2,9,12,1
gầm_rú,3,2,5,8,1
phụ_bạc,3,2,6,8,1
duyên_nợ,3,2,7,10,1
chung_quy,3,2,8,8,1
linh_giác,3,2,8,9,1
xe_kéo,3,2,5,6,1
hờn_giận,3,2,7,11,1
công_nông_binh,3,3,12,14,1
tạp_văn,3,2,6,8,1
mỳ,3,1,2,3,1
thể_hiện_hữu,3,3,10,16,1
mai_kia,3,2,6,6,1
mờ_ám,3,2,4,7,1
toàn_tâm_toàn_ý,3,4,12,16,1
dàng,3,1,4,5,1
hải_đảo,3,2,6,8,1
loét,3,1,4,5,1
hồi_hương,3,2,8,12,1
lặn_ngụp,3,2,7,10,1
tơi,3,1,3,4,1
nương_nhẹ,3,2,8,11,1
phúng_viếng,3,2,10,13,1
thuỳnh,3,1,6,7,1
đấu_trí,3,2,6,9,1
xâm,3,1,3,4,1
lông_mi,3,2,6,7,1
làm_nên_nghiệp,3,3,12,16,1
tiên_tổ,3,2,6,9,1
mắt_bồ_câu,3,3,8,13,1
điểm_tô,3,2,6,9,1
chìu,3,1,4,5,1
khơi_mào,3,2,7,9,1
dào_dạt,3,2,6,8,1
thoáng_đãng,3,2,10,12,1
công_thành_danh_toại,3,4,17,20,1
ăn_không_ngồi_rồi,3,4,14,20,1
hiểm_yếu,3,2,7,11,1
thức_khuya_dậy_sớm,3,4,15,21,1
thiên_hà,3,2,7,9,1
nhún_nhảy,3,2,8,10,1
tửu,3,1,3,5,1
nỗi_lòng_viên,3,3,11,15,1
quay_quắt,3,2,8,10,1
triệu_phú,3,2,8,11,1
gieo_vần,3,2,7,9,1
hoà_nhạc,3,2,7,9,1
chí_lí,3,2,5,7,1
gi,3,1,2,2,1
đăng_nhập,3,2,8,11,1
suy_lí,3,2,5,6,1
khai_hoang,3,2,9,9,1
trở_chứng,3,2,8,12,1
biêng_biếc,3,2,9,12,1
đun_nấu,3,2,6,8,1
lấm,3,1,3,5,1
chửa_hoang,3,2,9,11,1
nhân_luân,3,2,8,10,1
trinh_bạch,3,2,9,10,1
nhỡn,3,1,4,6,1
hình_sắc,3,2,7,10,1
lưu_danh,3,2,7,8,1
tài_sắc,3,2,6,9,1
tị_nạnh,3,2,6,8,1
gấc,3,1,3,5,1
chói_lói,3,2,7,9,1
tiên_chỉ,3,2,7,9,1
phôi_pha,3,2,7,8,1
đen_trũi,3,2,7,8,1
xích_mích,3,2,8,10,1
nổi_đoá,3,2,6,9,1
vương_hầu,3,2,8,12,1
rợ,3,1,2,4,1
chạy_đua_vũ_trang,3,4,14,16,1
thủ_khoa,3,2,7,8,1
cố_nông,3,2,6,9,1
êm_xuôi,3,2,6,8,1
òm,3,1,2,3,1
trà_trộn,3,2,7,10,1
sát_nách,3,2,7,9,1
lúm_đồng_tiền,3,3,11,16,1
lớ_ngớ,3,2,5,9,1
xốc_nổi,3,2,6,10,1
phèn,3,1,4,5,1
tắc_nghẽn,3,2,8,11,1
tâm_lực,3,2,6,9,1
ẩm_ương,3,2,6,10,1
vắng_tanh_vắng_ngắt,3,4,16,22,1
tủi_hổ,3,2,5,8,1
ham_hố,3,2,5,7,1
hữu_ngạn,3,2,7,10,1
xương_cốt,3,2,8,12,1
sức_vóc,3,2,6,9,1
uỷ_thác,3,2,6,8,1
ư_ử,3,2,2,5,1
nhoe_nhoét,3,2,9,10,1
chín_suối,3,2,8,11,1
êm_ru,3,2,4,5,1
an_nhiên,3,2,7,8,1
làm_mình_làm_mẩy,3,4,13,18,1
dôi,3,1,3,4,1
chống_nạnh,3,2,9,12,1
súng_lục,3,2,7,9,1
chưng,3,1,5,6,1
trồi_sụt,3,2,7,10,1
rạnh,3,1,4,5,1
bôn_tẩu,3,2,6,9,1
nước_mắm,3,2,7,12,1
thống_soái,3,2,9,12,1
xáo_động,3,2,7,10,1
là_hơi,3,2,5,7,1
cưỡng_ép,3,2,7,11,1
dình,3,1,4,5,1
bấn,3,1,3,5,1
văn_chỉ,3,2,6,8,1
cấm_tiệt,3,2,7,11,1
khuôn_hình,3,2,9,11,1
chan,3,1,4,4,1
võ_vàng,3,2,6,8,1
líu_lô,3,2,5,7,1
mào_đầu,3,2,6,9,1
dột,3,1,3,5,1
lãng_tử,3,2,6,9,1
nhẹ_bỗng,3,2,7,10,1
góc_cạnh,3,2,7,9,1
ngập_đầu,3,2,7,11,1
tiễu_trừ,3,2,7,11,1
hàng_xén,3,2,7,9,1
trú_chân,3,2,7,9,1
dầy_đặc,3,2,6,10,1
hoà_tấu,3,2,6,9,1
nhà_mồ,3,2,5,8,1
trập_trùng,3,2,9,12,1
việt_kiều,3,2,8,12,1
nhuyễn,3,1,6,8,1
đề_bạt,3,2,5,8,1
lên_đời,3,2,6,9,1
súng_trường,3,2,10,14,1
ráo_hoảnh,3,2,8,10,1
cáo_giác,3,2,7,9,1
mai_táng,3,2,7,8,1
gấu_trúc,3,2,7,10,1
gộc,3,1,3,5,1
ngòn_ngọt,3,2,8,10,1
trơn_tuột,3,2,8,11,1
nhàu_nhĩ,3,2,7,9,1
đểu_cáng,3,2,7,10,1
trảng,3,1,5,6,1
đổi_chác,3,2,7,10,1
móng_rồng,3,2,8,11,1
từ_láy,3,2,5,8,1
gio,3,1,3,3,1
bền_chí,3,2,6,9,1
phựt,3,1,4,6,1
công_thần,3,2,8,11,1
buồng_tối,3,2,8,12,1
quang_gánh,3,2,9,10,1
mài_giũa,3,2,7,9,1
trung_du,3,2,7,7,1
thế_chân,3,2,7,10,1
gậy_gộc,3,2,6,10,1
giở_giọng,3,2,8,11,1
duyên_do,3,2,7,8,1
dụa,3,1,3,4,1
cuồng_bạo,3,2,8,11,1
trịch_thượng,3,2,11,15,1
cầu_tài,3,2,6,9,1
hớn,3,1,3,5,1
biên_chế,3,2,7,10,1
dưỡng_sinh,3,2,9,12,1
nhà_tài_trợ,3,3,9,13,1
ngoắc,3,1,5,7,1
chăn_dắt,3,2,7,10,1
tình_quân,3,2,8,10,1
đeo_bám,3,2,6,7,1
ngồn_ngộn,3,2,8,12,1
thê_thiết,3,2,8,11,1
vũ_khúc,3,2,6,8,1
dừa_nước,3,2,7,12,1
trắng_ngần,3,2,9,13,1
chờ_chực,3,2,7,11,1
tai_qua_nạn_khỏi,3,4,13,15,1
toạ_lạc,3,2,6,8,1
đồng_cốt,3,2,7,11,1
ngựa_bạch,3,2,8,11,1
kiến_cỏ,3,2,6,9,1
hà_tiên,3,2,6,8,1
vô_công_rồi_nghề,3,4,13,19,1
bẹt,3,1,3,4,1
bần_hàn,3,2,6,9,1
hình_tượng_hoá,3,3,12,17,1
đình_trệ,3,2,7,10,1
êm_êm,3,2,4,6,1
cá_mòi,3,2,5,7,1
dến,3,1,3,5,1
học_vị,3,2,5,7,1
biêt,3,1,4,5,1
cao_thủ,3,2,6,7,1
tứ_tuần,3,2,6,10,1
khí_cụ,3,2,5,7,1
hỡi_ơi,3,2,5,8,1
thong,3,1,5,5,1
sum_sê,3,2,5,6,1
khẩu_vị,3,2,6,9,1
trẻ_măng,3,2,7,9,1
tôn_ông,3,2,6,8,1
non_yếu,3,2,6,8,1
tham_ô,3,2,5,6,1
pháo_đài,3,2,7,9,1
cạnh_khoé,3,2,8,10,1
nửa_vời,3,2,6,10,1
cái_thế,3,2,6,9,1
bít,3,1,3,4,1
huyết_mạch,3,2,9,12,1
tưởng_bở,3,2,7,12,1
sổ_sách,3,2,6,9,1
phúc_phận,3,2,8,11,1
ngốt,3,1,4,6,1
ru_rú,3,2,4,5,1
thanh_danh,3,2,9,9,1
soán,3,1,4,5,1
tiết_trinh,3,2,9,11,1
cấp_tốc,3,2,6,10,1
nương_náu,3,2,8,11,1
xút,3,1,3,4,1
thuỷ_quân,4,2,8,10,1
toàn_bích,4,2,8,10,1
nặc_danh,4,2,7,9,1
hai_thân,4,2,7,8,1
đô_thành,4,2,7,9,1
chợ_phiên,4,2,8,11,1
anh_ách,4,2,6,7,1
ngăm_ngăm,4,2,8,10,1
vô_đạo,4,2,5,7,1
âm_ty,4,2,4,5,1
láu_lỉnh,4,2,7,9,1
đi_tắt,4,2,5,7,1
điêu_đứng,4,2,8,11,1
xỉa_xói,4,2,6,8,1
quyết_đấu,4,2,8,12,1
tình_ý,4,2,5,7,1
mảnh_mai,4,2,7,8,1
sao_hoả,4,2,6,7,1
nem,4,1,3,3,1
ù_té,4,2,3,5,1
vắn,4,1,3,5,1
quậy,4,1,4,6,1
vàng_cốm,4,2,7,10,1
đánh_động,4,2,8,11,1
lăng_nhăng,4,2,9,11,1
nguyện_cầu,4,2,9,13,1
rơi_rụng,4,2,7,9,1
đua_chen,4,2,7,7,1
mắng_mỏ,4,2,6,9,1
ngự_sử,4,2,5,9,1
dột_nát,4,2,6,9,1
đốn_mạt,4,2,6,9,1
nghiêm_trị,4,2,9,11,1
đi_bước_nữa,4,3,9,14,1
bao_lăm,4,2,6,7,1
lữ,4,1,2,4,1
ngoặc_đơn,4,2,8,11,1
đánh_tiếng,4,2,9,12,1
điền_sản,4,2,7,10,1
thi_đình,4,2,7,8,1
kinh_lịch,4,2,8,9,1
mung_lung,4,2,8,8,1
dắt_díu,4,2,6,9,1
riễu,4,1,4,6,1
xam_xám,4,2,6,7,1
nhẵn_thín,4,2,8,11,1
đỗi,4,1,3,5,1
say_khướt,4,2,8,11,1
nông_trường,4,2,10,14,1
nhẹ_bẫng,4,2,7,10,1
ngà_ngà,4,2,6,8,1
rắn_rết,4,2,6,10,1
bộ_não,4,2,5,8,1
lẩn_trốn,4,2,7,11,1
hiến_thân,4,2,8,11,1
hề_hề,4,2,4,8,1
