Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
trù_úm,1,2,5,7,1
ma-lai.,1,1,7,7,1
đẽo_gọt,1,2,6,8,1
chiêu_tập,1,2,8,11,1
lớn_tướng,1,2,8,13,1
tam_bảo,1,2,6,7,1
đôi_tượng,1,2,8,12,1
cờ_đuôi_nheo,1,3,10,13,1
nước_non,1,2,7,10,1
dược-y,1,1,6,9,1
bì-đóng,1,1,7,9,1
thảo-hội,1,1,8,11,1
thanh_cảnh,1,2,9,10,1
sơm,1,1,3,4,1
đỏ_ngầu,1,2,6,9,1
hút,1,1,4,4,1
tam_quan,1,2,7,7,1
di_hoà_viên,1,3,9,11,1
chừng_như,1,2,8,11,1
lam_điền_tổ_chức,1,4,13,19,1
ba_đông_dương,1,3,11,14,1
tù_trưởng,1,2,8,12,1
dạ_khúc,1,2,6,8,1
nhàhàng,1,1,7,9,1
champage,1,1,8,8,1
ông_táo,1,2,6,8,1
boat,1,1,4,4,1
chết_dở,1,2,6,10,1
hải_đăng,1,2,7,9,1
đại_lão,1,2,6,8,1
kẻm,1,1,3,4,1
tổng_trấn,1,2,8,12,1
bùng_binh,1,2,8,9,1
thiên_định,1,2,9,11,1
blouson,1,1,7,7,1
nhá_nhem,1,2,7,8,1
ngũ_sắc,1,2,6,9,1
nhà_trệt,1,2,7,10,1
bánh_bò,1,2,6,8,1
thơm_nức,1,2,7,10,1
cảnh-khí,1,1,8,10,1
hậu-văn,1,1,7,10,1
sum_sê,1,2,5,6,1
căn_cứ_địa,1,3,8,12,1
bối,1,1,3,5,1
vòi_vọi,1,2,6,8,1
acro,1,1,4,4,1
polis,1,1,5,5,1
tròn_vo,1,2,6,7,1
taverna,1,1,7,7,1
quán_trọ,1,2,7,9,1
beers,1,1,5,5,1
drinks,1,1,6,6,1
minibar,1,1,7,7,1
discotheque,1,1,11,11,1
cao_hổ_cốt,1,3,8,12,1
bắc_bán_cầu,1,3,9,14,1
hợp_đồng_đăng_ký,1,4,13,19,1
nhà_chúa,1,2,7,9,1
thuỷ_quân,1,2,8,10,1
lang_bian,1,2,8,8,1
google,1,1,6,6,1
qui_chuẩn,1,2,8,10,1
baner,1,1,5,5,1
tĩnh_mịch,1,2,8,10,1
cỏ_lác,1,2,5,7,1
ba_khía,1,2,6,7,1
bingeo,1,1,6,6,1
đá_trầm_tích,1,3,10,14,1
cá_ông,1,2,5,7,1
lãng_du,1,2,6,7,1
bệch,1,1,4,6,1
hải_đường,1,2,8,12,1
lyly,1,1,4,4,1
phnom_penh_công_ty,1,4,15,16,1
holiday,1,1,7,7,1
nguy_cấp,1,2,7,9,1
sum_suê,1,2,6,7,1
gothique,1,1,8,8,1
baroque,1,1,7,7,1
tablao,1,1,6,6,1
gổ,1,1,2,4,1
momensts,1,1,8,8,1
affair,1,1,6,6,1
portion,1,1,7,7,1
huyền_tích,1,2,9,12,1
tiên_ông,1,2,7,9,1
sẽ_sàng,1,2,6,8,1
nhĩ_tự,1,2,5,8,1
tranh_thuỷ_mạc,1,3,12,14,1
cõi_tiên,1,2,7,9,1
department,1,1,10,10,1
stores,1,1,6,6,1
nổi_tiếng_viên,1,3,12,17,1
xiêu_vẹo,1,2,7,9,1
thắng_cảnh_động,1,3,13,18,1
tranh_sơn_thuỷ,1,3,12,14,1
quang_đãng,1,2,9,10,1
ởpretoria,1,1,9,11,1
vòm_trời,1,2,7,10,1
cửa_tùng,1,2,7,10,1
giăng_giăng,1,2,10,12,1
tan_trường,1,2,9,12,1
lễ_hội_hoa,1,3,8,12,1
fam,1,1,3,3,1
trip,1,1,4,4,1
compaq,1,1,6,6,1
khí_cacbonic,1,2,11,12,1
hổn_hển,1,2,6,10,1
khoỏng,1,1,6,7,1
sơn_nữ,1,2,5,8,1
sứ_thần,1,2,6,10,1
điện_ngọc,1,2,8,11,1
biển_ngắm,1,2,8,12,1
ngự_uyển,1,2,7,11,1
cholễ,1,1,5,7,1
lễ_hội_diều,1,3,9,15,1
vần_vũ,1,2,5,8,1
bánh_ướt,1,2,7,11,1
vụ-giải,1,1,7,9,1
elephantguide.com,1,1,17,17,1
côn_trùng_học,1,3,11,14,1
lịch-lữ,1,1,7,10,1
concierge,1,1,9,9,1
doorman,1,1,7,7,1
bellboy,1,1,7,7,1
địa_cực,1,2,6,9,1
lê_(,1,2,3,4,1
lê_nôi,1,2,5,7,1
thuyên,1,1,6,7,1
vaporetto,1,1,9,9,1
hep,1,1,3,3,1
oap,1,1,3,3,1
lê_nay,1,2,5,6,1
long_biên,1,2,8,9,1
ở_đậu,1,2,4,8,1
hồ_powell,1,2,8,10,1
tạm_cư,1,2,5,7,1
guests,1,1,6,6,1
xa-cùng,1,1,7,8,1
vìdịch,1,1,6,8,1
dialers,1,1,7,7,1
hijackers,1,1,9,9,1
gian_manh,1,2,8,8,1
updates,1,1,7,7,1
kain@egotrip.dk.,1,1,16,16,1
uk,1,1,2,2,1
electronic,1,1,10,10,1
bằng-mail,1,1,9,11,1
mục.tìm,1,1,7,9,1
ezula,1,1,5,5,1
vectơ,1,1,5,6,1
wesbite,1,1,7,7,1
driving,1,1,7,7,1
tuyển_cử,1,2,7,11,1
cửnước,1,1,6,11,1
ngầmgiữa,1,1,8,12,1
webportal,1,1,9,9,1
r.php.gif,1,1,9,9,1
deploy,1,1,6,6,1
very,1,1,4,4,1
kick,1,1,4,4,1
ass,1,1,3,3,1
đèn_hiệu,1,2,7,10,1
bug,1,1,3,3,1
sâucabir,1,1,8,9,1
hijacker,1,1,8,8,1
songdong.net,1,1,12,12,1
manhhai,1,1,7,7,1
tróc_nã,1,2,6,8,1
forward,1,1,7,7,1
tiếnh,1,1,5,7,1
bóp_nặn,1,2,6,9,1
photos,1,1,6,6,1
makelovenotspam.com,1,1,19,19,1
attacking,1,1,9,9,1
spammers,1,1,8,8,1
wrong,1,1,5,5,1
hijack,1,1,6,6,1
hộ_vệ,1,2,4,8,1
kỳ_tài,1,2,5,7,1
gullotto,1,1,8,8,1
active,1,1,6,6,1
defaced,1,1,7,7,1
execution,1,1,9,9,1
ethics,1,1,6,6,1
keep,1,1,4,4,1
losing,1,1,6,6,1
theirs,1,1,6,6,1
blaming,1,1,7,7,1
trust,1,1,5,5,1
yourself,1,1,8,8,1
doubt,1,1,5,5,1
their,1,1,5,5,1
doubting,1,1,8,8,1
wait,1,1,4,4,1
waiting,1,1,7,7,1
lied,1,1,4,4,1
deal,1,1,4,4,1
hated,1,1,5,5,1
hating,1,1,6,6,1
nor,1,1,3,3,1
wise,1,1,4,4,1
scr,1,1,3,3,1
sâumydoom,1,1,9,10,1
hề_hấn,1,2,5,9,1
%number%,1,1,8,8,1
explorer.exe,1,1,12,12,1
chậm.cũng,1,1,9,12,1
nói.bây,1,1,7,9,1
petpig,1,1,6,6,1
injection,1,1,9,9,1
dấu_gạch_ngang,1,3,12,15,1
ebz,1,1,3,3,1
ecd,1,1,3,3,1
ece,1,1,3,3,1
ecf,1,1,3,3,1
in_cdda.dll,1,2,10,10,1
intrenat.exe,1,1,12,12,1
nhiều.ví,1,1,8,11,1
rào_chắn,1,2,7,10,1
jokeworld,1,1,9,9,1
all-in-one,1,1,10,10,1
anti-virus,1,1,10,10,1
filtering,1,1,9,9,1
anti-spam,1,1,9,9,1
bcc,1,1,3,3,1
non-delivery,1,1,12,12,1
cáo_mượn_oai_hùm,1,4,13,18,1
dropper,1,1,7,7,1
hay_hớm,1,2,6,8,1
webmaster,1,1,9,9,1
alphabet,1,1,8,8,1
fuck_you_bagle.txt,1,3,16,16,1
mặt_hàng_mã,1,3,9,13,1
nói_lái,1,2,6,8,1
nhũ_danh,1,2,7,8,1
xếp_xó,1,2,5,8,1
hơn.zafi.b,1,1,10,11,1
nhấtnhiều,1,1,9,13,1
cpanel,1,1,6,6,1
gov,1,1,3,3,1
unique,1,1,6,6,1
beyond,1,1,6,6,1
normal,1,1,6,6,1
common,1,1,6,6,1
understanding,1,1,13,13,1
problem,1,1,7,7,1
did,1,1,3,3,1
andy,1,1,4,4,1
doing,1,1,5,5,1
tinh_ma,1,2,6,6,1
viewtopic.php,1,1,13,13,1
mipsiv,1,1,6,6,1
tuần_duyên,1,2,9,12,1
blank,1,1,5,5,1
sco.com,1,1,7,7,1
rundllx.sys,1,1,11,11,1
dllxw.exe.,1,1,10,10,1
zip.tmp,1,1,7,7,1
controls,1,1,8,8,1
hey,1,1,3,3,1
full.exe,1,1,8,8,1
virus_panda,1,2,10,10,1
ngoáo_ộp,1,2,7,10,1
indicted,1,1,8,8,1
indicated,1,1,9,9,1
debug,1,1,5,5,1
pl,1,1,2,2,1
chả_mấy_khi,1,3,9,12,1
thâm_độc,1,2,7,10,1
buddy,1,1,5,5,1
entry,1,1,5,5,1
mag,1,1,3,3,1
greeting,1,1,8,8,1
segment,1,1,7,7,1
detection,1,1,9,9,1
kĩ_lưỡng,1,2,7,11,1
nhung_nhúc,1,2,9,10,1
đậu_mùa,1,2,6,9,1
bleepingcomputer.com,1,1,20,20,1
context,1,1,7,7,1
pagetable,1,1,9,9,1
opcode,1,1,6,6,1
polymorphic,1,1,11,11,1
decrytor,1,1,8,8,1
bước_tiến_hoá,1,3,11,17,1
bra,1,1,3,3,1
rapido,1,1,6,6,1
isso,1,1,4,4,1
starup.exe,1,1,10,10,1
làspybot,1,1,8,9,1
msbb.exe,1,1,8,8,1
vx,1,1,2,2,1
visible,1,1,7,7,1
đàng_điếm,1,2,8,11,1
ẩn_núp,1,2,5,8,1
hoang_báo,1,2,8,9,1
thông_qua_im_lại,1,4,13,15,1
popup,1,1,5,5,1
áp_chế,1,2,5,8,1
phíspybot,1,1,9,10,1
lai_tạp,1,2,6,7,1
exchange-robot@paypal.com,1,1,25,25,1
bất_nhất,1,2,7,11,1
nhằn,2,1,4,6,1
tân_á_quân,2,3,8,11,1
team,2,1,4,4,1
cứng_cựa,2,2,7,11,1
hữuhà,2,1,5,8,1
thái_lan,2,2,7,8,1
chiến_hào,2,2,8,11,1
cự_tuyệt,2,2,7,11,1
nhãn_quan,2,2,8,9,1
não_nề,2,2,5,8,1
bạc_đầu,2,2,6,9,1
truỵ_tim,2,2,7,8,1
hồi_tỉnh,2,2,7,10,1
đường_hoàng,2,2,10,14,1
chuốc,2,1,5,7,1
oán,2,1,3,4,1
chạy_đua_vũ_trang,2,4,14,16,1
ki,2,1,2,2,1
entrenador,2,1,10,10,1
bảymessina,2,1,10,11,1
đao_to_búa_lớn,2,4,11,14,1
đói_khát,2,2,7,9,1
cò_cưa,2,2,5,7,1
bảysiena,2,1,8,9,1
thất_thểu,2,2,8,12,1
xổng,2,1,4,6,1
bảyarsenal,2,1,10,11,1
dượt,2,1,4,7,1
bảyhải,2,1,6,8,1
hoảng_hồn,2,2,8,11,1
lươt,2,1,4,6,1
cố_nhân,2,2,6,9,1
trông_ngóng,2,2,10,12,1
thòng,2,1,5,6,1
trở_thành_đội,2,3,11,16,1
bất_khuất,2,2,8,12,1
tuổi_đầu,2,2,7,11,1
-_ryan_babel,2,3,10,10,1
cù,2,1,2,3,1
ultra,2,1,5,5,1
một_lèo,2,2,6,9,1
toàn_bộ_đội,2,3,9,14,1
điệntiền,2,1,8,12,1
hat-trick.,2,1,10,10,1
tứ_hùng,2,2,6,9,1
quan_thầy,2,2,8,10,1
thừa_cơ,2,2,6,9,1
chặc_lưỡi,2,2,8,13,1
dớp,2,1,3,5,1
mau_lẹ,2,2,5,6,1
ngần_ngừ,2,2,7,11,1
lấm_lem,2,2,6,8,1
thọ_giáo,2,2,7,9,1
cố_nhiên,2,2,7,10,1
quận_uỷ,2,2,6,9,1
ngón_út,2,2,6,8,1
zvezda,2,1,6,6,1
microchip,2,1,9,9,1
hôm_kia,2,2,6,7,1
hoạt_náo_viên,2,3,11,14,1
trưởngphiếu,2,1,11,16,1
quy_hàng,2,2,7,8,1
nhùng_nhằng,2,2,10,13,1
thất_thần,2,2,8,12,1
gồmthủ,2,1,6,9,1
chiếm_hữu,2,2,8,12,1
ganh,2,1,4,4,1
bữa_nay,2,2,6,8,1
dèm,2,1,3,4,1
côi_cút,2,2,6,8,1
thấm_tháp,2,2,8,11,1
vespa,2,1,5,5,1
hattrich,2,1,8,8,1
đút_túi,2,2,6,8,1
con_thoi,2,2,7,7,1
cùng_khổ,2,2,7,10,1
châu_phi_samuel_eto,2,4,16,17,1
ngậm_đắng_nuốt_cay,2,4,15,21,1
gà_son,2,2,5,6,1
trống_hoác,2,2,9,12,1
bawest,2,1,6,6,1
nămfulham,2,1,9,10,1
nặng_tay,2,2,7,9,1
cáo_già,2,2,6,8,1
chiến_thuật_gia,2,3,13,17,1
koski,2,1,5,5,1
etafe,2,1,5,5,1
ô_nhục,2,2,5,7,1
như_ryan_giggs,2,3,12,13,1
tái_nhập,2,2,7,10,1
tâm_phục,2,2,7,9,1
vết_xe_đổ,2,3,7,11,1
uốn_dẻo,2,2,6,9,1
phong_thanh,2,2,10,10,1
đại_pháo,2,2,7,9,1
vô-lê,2,1,5,7,1
gà_mờ,2,2,4,7,1
cá_nằm_trên_thớt,2,4,13,19,1
cầm_chắc_chức,2,3,11,17,1
nhòm,2,1,4,5,1
cương_trực,2,2,9,13,1
phản_pháo,2,2,8,10,1
hạngthứ,2,1,7,10,1
điềm_nhiên,2,2,9,12,1
voà,2,1,3,4,1
trài,2,1,4,5,1
nhậtroma,2,1,8,10,1
thừa_mứa,2,2,7,11,1
vây_ép,2,2,5,7,1
vồng,2,1,4,6,1
luận_điệu,2,2,8,12,1
đường_đi_nước_bước,2,4,15,24,1
quân_tử,2,2,6,9,1
ném_biên,2,2,7,9,1
bở,2,1,2,4,1
nhà_ngang,2,2,8,9,1
bàn_thắng_vàng,2,3,12,16,1
dung_túng,2,2,8,9,1
chủ_nghĩa_phát_xít,2,4,15,19,1
bỗng_chốc_hoá,2,3,11,16,1
mạnh_mồm,2,2,7,10,1
dốt_nát,2,2,6,9,1
bùi_thị,2,2,6,8,1
xế_bóng,2,2,6,9,1
láng_bóng,2,2,8,10,1
châm_chích,2,2,9,11,1
biết_thân,2,2,8,11,1
mội,2,1,3,5,1
(d.c.,2,1,5,5,1
trù,2,1,3,4,1
kock-out,2,1,8,8,1
sỡ,2,1,2,4,1
rắt,2,1,3,5,1
cấp_tập,2,2,6,10,1
quát_tháo,2,2,8,10,1
thểđấu,2,1,6,10,1
hthứ,2,1,4,6,1
galatico,2,1,8,8,1
chực,2,1,4,6,1
xuống_tay,2,2,8,10,1
nghía,2,1,5,6,1
bằng_hữu,2,2,7,11,1
rung_rinh,2,2,8,8,1
cù_cưa,2,2,5,7,1
sang_anh,2,2,7,7,1
đồn_đãi,2,2,6,9,1
chuồi,2,1,5,7,1
kếtchelsea,2,1,10,12,1
tồng,2,1,4,6,1
ỉm,2,1,2,3,1
thuộc_cấp,2,2,8,12,1
phòngông,2,1,8,10,1
van_nài,2,2,6,7,1
chiếp,2,1,5,7,1
libero,2,1,6,6,1
cữ,2,1,2,4,1
nhậtfiorentina,2,1,14,16,1
cổ_đông_viên,2,3,10,14,1
tan_tác,2,2,6,7,1
tị,2,1,2,3,1
để_kháng,2,2,7,10,1
tội_vạ,2,2,5,8,1
dạm_hỏi,2,2,6,8,1
gia_đình_trị,2,3,10,12,1
thọc_sâu,2,2,7,9,1
khách_sáo,2,2,8,10,1
chấp_chính,2,2,9,12,1
kỵ_rơ,2,2,4,6,1
quyền_biến,2,2,9,13,1
nhoài,2,1,5,6,1
bĩ,2,1,2,3,1
kiệm_lời,2,2,7,11,1
góc_đầy,2,2,6,9,1
tạ_lỗi,2,2,5,8,1
dung_thân,2,2,8,9,1
lạnh_ngắt,2,2,8,11,1
muộn_mằn,2,2,7,11,1
nửa_mùa,2,2,6,9,1
giáo_huấn,2,2,8,11,1
băngrôn,2,1,7,9,1
sở_đoản,2,2,6,9,1
chúa_trời,2,2,8,11,1
cậo,2,1,3,5,1
ăn_đứt,2,2,5,8,1
kì_vọng,2,2,6,8,1
tuấn,2,1,4,6,1
còn_nước_còn_tát,2,4,13,19,1
so_bì,2,2,4,5,1
chiến_bại,2,2,8,11,1
kiêu_hùng,2,2,8,10,1
tinh_tú,2,2,6,7,1
chệch_choạc,2,2,10,13,1
group,2,1,5,5,1
death,2,1,5,5,1
kungfu,2,1,6,6,1
quán_tính,2,2,8,10,1
khán,2,1,4,5,1
đụng_đầu,2,2,7,10,1
tròn_trĩnh,2,2,9,11,1
bề_trên,2,2,6,9,1
luận_đề,2,2,6,10,1
tre_già_măng_mọc,2,4,13,16,1
nói_cứng,2,2,7,10,1
dãi_dầu,2,2,6,9,1
nắng_mưa,2,2,7,10,1
trở_thành_bộ,2,3,10,15,1
nhất_thống,2,2,9,13,1
ở_đợ,2,2,3,7,1
mếch_lòng,2,2,8,11,1
quí_vị,2,2,5,7,1
bản_quốc,2,2,7,10,1
nghĩa_sĩ,2,2,7,9,1
chết_yểu,2,2,7,11,1
tuởng,2,1,5,7,1
cũ_mèm,2,2,5,7,1
quanh_đi_quẩn_lại,2,4,14,17,1
cười_chê,2,2,7,11,1
bợm,2,1,3,5,1
ruộng_vườn,2,2,9,14,1
thanh_sắc,2,2,8,10,1
generic,2,1,7,7,1
môn_đệ,2,2,5,8,1
bánh_rán,2,2,7,9,1
duyên_số,2,2,7,10,1
nhân_ảnh,2,2,7,9,1
nhân_quả,2,2,7,9,1
súc_tích,2,2,7,9,1
cây_bụi,2,2,6,8,1
khăn_mỏ_quạ,2,3,9,12,1
trốn_lính,2,2,8,11,1
co_dãn,2,2,5,6,1
mẹ_ghẻ,2,2,5,7,1
tá_túc,2,2,5,7,1
hiệunữ,2,1,6,10,1
order,2,1,5,5,1
tầm_bậy,2,2,6,10,1
tập_tọng,2,2,7,10,1
trùng_trùng_điệp_điệp,2,4,18,24,1
begins,2,1,6,6,1
bình_chân_như_vại,2,4,14,18,1
mê_sảng,2,2,6,8,1
thủ_tiêu,2,2,7,9,1
hoadựa,2,1,6,8,1
mỹ_nhân_kế,2,3,8,12,1
pê,2,1,2,3,1
tráng_sĩ,2,2,7,9,1
cải_huấn,2,2,7,10,1
fever,2,1,5,5,1
gan_lì,2,2,5,6,1
–sous,2,1,5,5,1
–bois,2,1,5,5,1
chia_năm_xẻ_bảy,2,4,12,15,1
rơi_vãi,2,2,6,8,1
thâm_tình,2,2,8,10,1
đầu_bù_tóc_rối,2,4,11,17,1
xe_bò,2,2,4,5,1
hào_sảng,2,2,7,9,1
chăng_hay_chớ,2,3,11,14,1
nghĩa_quân,2,2,9,11,1
mông_má,2,2,6,8,1
sái,2,1,3,4,1
chầu_chực,2,2,8,12,1
nọc,2,1,3,4,1
diễn_cảm_động,2,3,11,16,1
pop-rock,2,1,8,8,1
kỷ_yếu,2,2,5,8,1
mê_như_điếu_đổ,2,4,11,17,1
thức_khuya_dậy_sớm,2,4,15,21,1
dụng_công,2,2,8,10,1
thuỳ_mị,2,2,6,8,1
đầm_sen,2,2,6,8,1
kịch_bản_gia,2,3,10,12,1
nhà_binh,2,2,7,8,1
dicaprio,2,1,8,8,1
blues,2,1,5,5,1
như_diều_gặp_gió,2,4,13,19,1
toét,2,1,4,5,1
cạ,2,1,2,3,1
so_găng,2,2,6,7,1
quốc_sách,2,2,8,11,1
đu_quay,2,2,6,6,1
hỡi_ơi,2,2,5,8,1
huyền_sử,2,2,7,11,1
thánh_nhân,2,2,9,11,1
phò_mã,2,2,5,7,1
danh_y,2,2,5,5,1
dũng_tướng,2,2,9,13,1
loạn_luân,2,2,8,10,1
nhiễu_loạn,2,2,9,12,1
thế_đạo,2,2,6,9,1
đẹp_duyên,2,2,8,10,1
bản_kẽm,2,2,6,8,1
xông_nhà,2,2,7,9,1
loáng_thoáng,2,2,11,13,1
tù_mù,2,2,4,6,1
vương_phi,2,2,8,10,1
tuyệt_trần,2,2,9,13,1
tân_cảnh_sát,2,3,10,13,1
ong_vàng,2,2,7,8,1
ê_ẩm,2,2,3,6,1
gọt_giũa,2,2,7,9,1
chết_giả,2,2,7,10,1
lập_kế,2,2,5,9,1
hứa_hão,2,2,6,9,1
loạn_lạc,2,2,7,9,1
cái_chết_trắng,2,3,12,17,1
táo_quân,2,2,7,9,1
lý_trưởng,2,2,8,12,1
bệnh_sĩ,2,2,6,9,1
a_woman,2,2,6,6,1
non_yếu,2,2,6,8,1
hoa_đán,2,2,6,7,1
mất_tiêu,2,2,7,10,1
thanh_mai,2,2,8,8,1
mật_thám,2,2,7,10,1
xâm_thực,2,2,7,10,1
hiền_khô,2,2,7,10,1
thoát_tục,2,2,8,10,1
lonely,2,1,6,6,1
hậu_vận,2,2,6,10,1
dancer,2,1,6,6,1
window,2,1,6,6,1
butterfly,2,1,9,9,1
nhơ_nhớp,2,2,7,10,1
chòm,2,1,4,5,1
bóc_trần,2,2,7,10,1
hèn_hạ,2,2,5,7,1
đồng_ấu,2,2,6,10,1
tuyệt_phẩm,2,2,9,13,1
lèo_tèo,2,2,6,8,1
bố_dượng,2,2,7,12,1
ỏi,2,1,2,3,1
diệt_vong,2,2,8,10,1
vương_triều,2,2,10,14,1
tể_tướng,2,2,7,12,1
tổng_phổ,2,2,7,11,1
vua_quan,2,2,7,7,1
hạ_hồi_phân_giải,2,4,13,18,1
propose,2,1,7,7,1
concerto,2,1,8,8,1
first,2,1,5,5,1
xanh_um,2,2,6,6,1
lắm_điều,2,2,7,11,1
vố,2,1,2,4,1
tẽn_tò,2,2,5,7,1
truỵ_lạc,2,2,7,9,1
do_ko_hyun_jung,2,4,12,12,1
khẳng_khái,2,2,9,12,1
nhân_tính_hoá,2,3,11,14,1
bêu_xấu,2,2,6,9,1
bảo_chứng,2,2,8,11,1
học_tập_trung,2,3,11,14,1
ghê_rợn,2,2,6,9,1
nói_suông,2,2,8,10,1
phim_câm,2,2,7,8,1
áp_bức,2,2,5,8,1
cò_con,2,2,5,6,1
quen_thói,2,2,8,9,1
tự_phê,2,2,5,8,1
ăn_xổi,2,2,5,8,1
man_trá,2,2,6,7,1
copywriter,2,1,10,10,1
lừa_lọc,2,2,6,9,1
tráo_trở,2,2,7,10,1
phòng_tuyến,2,2,10,13,1
vidéo,2,1,5,6,1
phe_cánh,2,2,7,8,1
tác_quái,2,2,7,9,1
bông_phèng,2,2,9,11,1
mô-típ,2,1,6,8,1
cấu_kết,2,2,6,10,1
sensibility,2,1,11,11,1
giả_đò,2,2,5,7,1
đào_tẩu,2,2,6,9,1
nô_bộc,2,2,5,8,1
hành_tẩu,2,2,7,10,1
võ_nghệ,2,2,6,9,1
dung_tục_hoá,2,3,10,12,1
tầm_thường_hoá,2,3,12,18,1
ekhayelitsha,2,1,12,12,1
mê_man,2,2,5,6,1
ngày_lành_tháng_tốt,2,4,16,21,1
xử_thế,2,2,5,9,1
phẹt,2,1,4,5,1
giao_thời,2,2,8,10,1
bão_bùng,2,2,7,9,1
con_cò,2,2,5,6,1
luồn_cúi,2,2,7,10,1
hiền_hậu,2,2,7,11,1
cắn_rứt,2,2,6,10,1
khiên_cưỡng,2,2,10,14,1
fu,2,1,2,2,1
nhào_nặn,2,2,7,10,1
thiên_đình,2,2,9,11,1
phim_hoạt_hình_của,2,4,15,18,1
đần,2,1,3,5,1
come,2,1,4,4,1
tân_câu_chuyện,2,3,12,16,1
danh_lợi,2,2,7,9,1
lờ_đờ,2,2,4,8,1
mất_hồn,2,2,6,10,1
buông_trôi,2,2,9,11,1
đặc_sệt,2,2,6,10,1
dreaming,2,1,8,8,1
tối_tân,2,2,6,9,1
dụng_võ,2,2,6,8,1
lá_ngọc_cành_vàng,2,4,14,18,1
bán_tín_bán_nghi,2,4,13,16,1
bom_napalm,2,2,9,9,1
suy_suyển,2,2,8,10,1
trinh_nữ,2,2,7,9,1
mãnh_thú,2,2,7,9,1
đi_đi_về_về,2,4,8,12,1
đâm_thuê_chém_mướn,2,4,15,21,1
danh_chính_ngôn_thuận,2,4,18,22,1
legend,2,1,6,6,1
rị,2,1,2,3,1
lổn_nhổn,2,2,7,11,1
nộ,2,1,2,4,1
chủ_nghĩa_hiện_thực,2,4,16,22,1
bát_quái,2,2,7,9,1
thuyết_giáo,2,2,10,13,1
tiền_nào_của_nấy,2,4,13,19,1
bập_bềnh,2,2,7,11,1
khổ_công,2,2,7,10,1
pregnant,2,1,8,8,1
giao_kèo,2,2,7,8,1
bầm_gan_tím_ruột,2,4,13,18,1
thánh_thần,2,2,9,12,1
đốp_chát,2,2,7,10,1
ngu_dốt,2,2,6,8,1
thả_mồi_bắt_bóng,2,4,13,19,1
đương_chức,2,2,9,13,1
tai_quái,2,2,7,8,1
băng_hà,2,2,6,8,1
đất_thánh,2,2,8,11,1
trui_rèn,2,2,7,8,1
giã_biệt,2,2,7,10,1
luyến,2,1,5,7,1
were,2,1,4,4,1
true,2,1,4,4,1
tân_”,2,2,4,5,1
các_kiều,2,2,7,10,1
trailler,2,1,8,8,1
chứng_nhân,2,2,9,12,1
tếu_táo,2,2,6,9,1
róc,2,1,3,4,1
stuntwomen,2,1,10,10,1
stunt,2,1,5,5,1
thiên_biến_vạn_hoá,2,4,15,20,1
nghĩa_binh,2,2,9,10,1
chiến_luỹ,2,2,8,11,1
khai_trừ,2,2,7,9,1
may_sao,2,2,6,6,1
nhanh_trí,2,2,8,9,1
khểnh,2,1,5,7,1
vểnh,2,1,4,6,1
thánh_thót,2,2,9,11,1
xởi_lởi,2,2,6,10,1
phân_công_việc,2,3,12,16,1
mệnh,2,1,4,6,1
vô_song,2,2,6,7,1
hầu_hạ,2,2,5,8,1
lả_lơi,2,2,5,7,1
binh_nhất,2,2,8,10,1
tiền_tuyến,2,2,9,13,1
quân_bưu,2,2,7,9,1
lặng_thầm,2,2,8,12,1
lưu_đày,2,2,6,8,1
thân_thế,2,2,7,10,1
thượng_đài,2,2,9,13,1
nói_chơi,2,2,7,9,1
bướu,2,1,4,7,1
thu_vén,2,2,6,7,1
diễm,2,1,4,6,1
khuyên_răn,2,2,9,11,1
tha_phương,2,2,9,11,1
ảo_vọng,2,2,6,8,1
ghost,2,1,5,5,1
mừng_thầm,2,2,8,12,1
đội_nón_ra_đi,2,4,10,13,1
kỵ_binh,2,2,6,7,1
hầm_trú_ẩn,2,3,8,13,1
tập_san,2,2,6,8,1
cannabis,2,1,8,8,1
dáng_điệu,2,2,8,11,1
wah,2,1,3,3,1
tận_thế,2,2,6,10,1
điển_tích,2,2,8,11,1
nho_nhã,2,2,6,7,1
hàn_quốc_hoá,2,3,10,14,1
phượng_hoàng,2,2,11,15,1
ú_ớ,2,2,2,5,1
sởn,2,1,3,5,1
kệch_cỡm,2,2,7,11,1
cấn,2,1,3,5,1
happiness,2,1,9,9,1
ráy,2,1,3,4,1
giang_sơn,2,2,8,9,1
tự_cao_tự_đại,2,4,10,15,1
kính_cẩn,2,2,7,10,1
lăn_quay,2,2,7,8,1
biêu,2,1,4,5,1
thẳng_tuột,2,2,9,13,1
nạm,2,1,3,4,1
tình_có,2,2,6,8,1
nhói,2,1,4,5,1
hỡi,2,1,3,5,1
tống_tình,2,2,8,11,1
nhỡ_tàu,2,2,6,9,1
mai_đây,2,2,6,7,1
truy_hỏi,2,2,7,8,1
khai_hoa,2,2,7,7,1
quân_đoàn,2,2,8,10,1
hợp_ca,2,2,5,7,1
con_bệnh,2,2,7,9,1
chơi_vơi,2,2,7,9,1
đào_mỏ,2,2,5,7,1
đao_phủ,2,2,6,7,1
nhân_bản_vô_tính,2,4,13,17,1
năm_ba,2,2,5,6,1
chuẩn_tướng,2,2,10,15,1
trần_tình,2,2,8,11,1
thái_y,2,2,5,6,1
oscar_diễn_viên,2,3,13,16,1
lẽ_nào,2,2,5,7,1
together,2,1,8,8,1
đi_giải,2,2,6,7,1
tu_chỉnh,2,2,7,8,1
